"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
promis_edang56_qposition,pastor_section_8_of_11,,text,"Question Position",,,integer,,,,"[promis_edang56_qposition] <> ''",,,,,,
promis_tscore_d20bee,pastor_section_9_of_11,"FINAL RESULTS",text,T-score,,,number,,,,"[promis_tscore_d20bee] <> ''",,,,,,
promis_std_error_276083,pastor_section_9_of_11,,text,"Standard Error",,,number,,,,"[promis_std_error_276083] <> ''",,,,,,
promis_srpsat06,pastor_section_9_of_11,SRPSAT06,radio,"In the past 7 days
I am satisfied with my ability to do things for my family","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat06_qposition] <> ''",,,,,,
promis_srpsat06_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat06_qposition] <> ''",,,,,,
promis_srpsat06_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat06_qposition] <> ''",,,,,,
promis_srpsat06_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat06_qposition] <> ''",,,,,,
promis_srpsat07,pastor_section_9_of_11,SRPSAT07,radio,"In the past 7 days
I am satisfied with how much work I can do (include work at home)","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat07_qposition] <> ''",,,,,,
promis_srpsat07_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat07_qposition] <> ''",,,,,,
promis_srpsat07_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat07_qposition] <> ''",,,,,,
promis_srpsat07_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat07_qposition] <> ''",,,,,,
promis_srpsat08,pastor_section_9_of_11,SRPSAT08,radio,"In the past 7 days
I feel good about my ability to do things for my family","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat08_qposition] <> ''",,,,,,
promis_srpsat08_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat08_qposition] <> ''",,,,,,
promis_srpsat08_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat08_qposition] <> ''",,,,,,
promis_srpsat08_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat08_qposition] <> ''",,,,,,
promis_srpsat09,pastor_section_9_of_11,SRPSAT09,radio,"In the past 7 days
I am satisfied with my ability to do the work that is really important to me (include work at home)","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat09_qposition] <> ''",,,,,,
promis_srpsat09_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat09_qposition] <> ''",,,,,,
promis_srpsat09_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat09_qposition] <> ''",,,,,,
promis_srpsat09_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat09_qposition] <> ''",,,,,,
promis_srpsat21,pastor_section_9_of_11,SRPSAT21,radio,"In the past 7 days
I am satisfied with the amount of time I spend doing work (include work at home)","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat21_qposition] <> ''",,,,,,
promis_srpsat21_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat21_qposition] <> ''",,,,,,
promis_srpsat21_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat21_qposition] <> ''",,,,,,
promis_srpsat21_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat21_qposition] <> ''",,,,,,
promis_srpsat22,pastor_section_9_of_11,SRPSAT22,radio,"In the past 7 days
I am happy with how much I do for my family","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat22_qposition] <> ''",,,,,,
promis_srpsat22_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat22_qposition] <> ''",,,,,,
promis_srpsat22_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat22_qposition] <> ''",,,,,,
promis_srpsat22_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat22_qposition] <> ''",,,,,,
promis_srpsat24,pastor_section_9_of_11,SRPSAT24,radio,"In the past 7 days
I am satisfied with my ability to work (include work at home)","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat24_qposition] <> ''",,,,,,
promis_srpsat24_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat24_qposition] <> ''",,,,,,
promis_srpsat24_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat24_qposition] <> ''",,,,,,
promis_srpsat24_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat24_qposition] <> ''",,,,,,
promis_srpsat35,pastor_section_9_of_11,SRPSAT35,radio,"In the past 7 days
The quality of my work is as good as I want it to be (include work at home)","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat35_qposition] <> ''",,,,,,
promis_srpsat35_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat35_qposition] <> ''",,,,,,
promis_srpsat35_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat35_qposition] <> ''",,,,,,
promis_srpsat35_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat35_qposition] <> ''",,,,,,
promis_srpsat38,pastor_section_9_of_11,SRPSAT38,radio,"In the past 7 days
I am satisfied with the amount of time I spend performing my daily routines","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat38_qposition] <> ''",,,,,,
promis_srpsat38_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat38_qposition] <> ''",,,,,,
promis_srpsat38_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat38_qposition] <> ''",,,,,,
promis_srpsat38_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat38_qposition] <> ''",,,,,,
promis_srpsat39,pastor_section_9_of_11,SRPSAT39,radio,"In the past 7 days
I am satisfied with my ability to do household chores/tasks","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat39_qposition] <> ''",,,,,,
promis_srpsat39_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat39_qposition] <> ''",,,,,,
promis_srpsat39_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat39_qposition] <> ''",,,,,,
promis_srpsat39_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat39_qposition] <> ''",,,,,,
promis_srpsat47,pastor_section_9_of_11,SRPSAT47,radio,"In the past 7 days
I am satisfied with my ability to do regular personal and household responsibilities","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat47_qposition] <> ''",,,,,,
promis_srpsat47_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat47_qposition] <> ''",,,,,,
promis_srpsat47_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat47_qposition] <> ''",,,,,,
promis_srpsat47_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat47_qposition] <> ''",,,,,,
promis_srpsat49,pastor_section_9_of_11,SRPSAT49,radio,"In the past 7 days
I am satisfied with my ability to perform my daily routines","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat49_qposition] <> ''",,,,,,
promis_srpsat49_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat49_qposition] <> ''",,,,,,
promis_srpsat49_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat49_qposition] <> ''",,,,,,
promis_srpsat49_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat49_qposition] <> ''",,,,,,
promis_srpsat50,pastor_section_9_of_11,SRPSAT50,radio,"In the past 7 days
I am satisfied with my ability to meet the needs of those who depend on me","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat50_qposition] <> ''",,,,,,
promis_srpsat50_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat50_qposition] <> ''",,,,,,
promis_srpsat50_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat50_qposition] <> ''",,,,,,
promis_srpsat50_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat50_qposition] <> ''",,,,,,
promis_srpsat51,pastor_section_9_of_11,SRPSAT51,radio,"In the past 7 days
I am satisfied with my ability to run errands","1, Not at all | 2, A little bit | 3, Somewhat | 4, Quite a bit | 5, Very much",,,,,,"[promis_srpsat51_qposition] <> ''",,,,,,
promis_srpsat51_tscore,pastor_section_9_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_srpsat51_qposition] <> ''",,,,,,
promis_srpsat51_stderror,pastor_section_9_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_srpsat51_qposition] <> ''",,,,,,
promis_srpsat51_qposition,pastor_section_9_of_11,,text,"Question Position",,,integer,,,,"[promis_srpsat51_qposition] <> ''",,,,,,
promis_tscore_077181,pastor_section_10_of_11,"FINAL RESULTS",text,T-score,,,number,,,,"[promis_tscore_077181] <> ''",,,,,,
promis_std_error_d3df54,pastor_section_10_of_11,,text,"Standard Error",,,number,,,,"[promis_std_error_d3df54] <> ''",,,,,,
promis_alcoholscreener,pastor_section_10_of_11,AlcoholScreener,radio,"In the past 30 days
Did you drink any type of alcoholic beverage?","1, Yes | 2, No",,,,,,"[promis_alcoholscreener_qposition] <> ''",,,,,,
promis_alcoholscreener_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_alcoholscreener_qposition] <> ''",,,,,,
promis_alcoholscreener_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_alcoholscreener_qposition] <> ''",,,,,,
promis_alcoholscreener_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_alcoholscreener_qposition] <> ''",,,,,,
promis_cons01,pastor_section_10_of_11,CONS01,radio,"In the past 30 days
I spent too much time drinking.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_cons01_qposition] <> ''",,,,,,
promis_cons01_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons01_qposition] <> ''",,,,,,
promis_cons01_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons01_qposition] <> ''",,,,,,
promis_cons01_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons01_qposition] <> ''",,,,,,
promis_cons02,pastor_section_10_of_11,CONS02,radio,"In the past 30 days
I finished several drinks fast to get a quick effect.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_cons02_qposition] <> ''",,,,,,
promis_cons02_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons02_qposition] <> ''",,,,,,
promis_cons02_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons02_qposition] <> ''",,,,,,
promis_cons02_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons02_qposition] <> ''",,,,,,
promis_cons03,pastor_section_10_of_11,CONS03,radio,"In the past 30 days
I became drunk or intoxicated.","1, Never | 2, 1-2 times | 3, 3-5 times | 4, 6-10 times | 5, More than 10 times",,,,,,"[promis_cons03_qposition] <> ''",,,,,,
promis_cons03_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons03_qposition] <> ''",,,,,,
promis_cons03_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons03_qposition] <> ''",,,,,,
promis_cons03_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons03_qposition] <> ''",,,,,,
promis_cons05,pastor_section_10_of_11,CONS05,radio,"In the past 30 days
On a typical day when I drank alcohol, I had…","1, 1-2 drinks | 2, 3-4 drinks | 3, 5-6 drinks | 4, 7-10 drinks | 5, More than 10 drinks",,,,,,"[promis_cons05_qposition] <> ''",,,,,,
promis_cons05_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons05_qposition] <> ''",,,,,,
promis_cons05_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons05_qposition] <> ''",,,,,,
promis_cons05_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons05_qposition] <> ''",,,,,,
promis_cons06,pastor_section_10_of_11,CONS06,radio,"In the past 30 days
I spent a whole weekend drinking.","1, Never | 2, 1 time | 3, 2 times | 4, 3 times | 5, 4 or more times",,,,,,"[promis_cons06_qposition] <> ''",,,,,,
promis_cons06_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons06_qposition] <> ''",,,,,,
promis_cons06_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons06_qposition] <> ''",,,,,,
promis_cons06_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons06_qposition] <> ''",,,,,,
promis_cons07,pastor_section_10_of_11,CONS07,radio,"In the past 30 days
I drank heavily at a single sitting.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_cons07_qposition] <> ''",,,,,,
promis_cons07_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons07_qposition] <> ''",,,,,,
promis_cons07_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons07_qposition] <> ''",,,,,,
promis_cons07_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons07_qposition] <> ''",,,,,,
promis_cons08,pastor_section_10_of_11,CONS08,radio,"In the past 30 days
I drank too much.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_cons08_qposition] <> ''",,,,,,
promis_cons08_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons08_qposition] <> ''",,,,,,
promis_cons08_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons08_qposition] <> ''",,,,,,
promis_cons08_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons08_qposition] <> ''",,,,,,
promis_cons09,pastor_section_10_of_11,CONS09,radio,"In the past 30 days
I drank throughout the day.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_cons09_qposition] <> ''",,,,,,
promis_cons09_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons09_qposition] <> ''",,,,,,
promis_cons09_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons09_qposition] <> ''",,,,,,
promis_cons09_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons09_qposition] <> ''",,,,,,
promis_cons11,pastor_section_10_of_11,CONS11,radio,"In the past 30 days
The largest number of drinks that I had in a single day was…","1, 1-2 drinks | 2, 3-4 drinks | 3, 5-6 drinks | 4, 7-10 drinks | 5, More than 10 drinks",,,,,,"[promis_cons11_qposition] <> ''",,,,,,
promis_cons11_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons11_qposition] <> ''",,,,,,
promis_cons11_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons11_qposition] <> ''",,,,,,
promis_cons11_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons11_qposition] <> ''",,,,,,
promis_cons12,pastor_section_10_of_11,CONS12,radio,"In the past 30 days
I used alcohol and other drugs together, to get high.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_cons12_qposition] <> ''",,,,,,
promis_cons12_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons12_qposition] <> ''",,,,,,
promis_cons12_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons12_qposition] <> ''",,,,,,
promis_cons12_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons12_qposition] <> ''",,,,,,
promis_cons13,pastor_section_10_of_11,CONS13,radio,"In the past 30 days
In a typical week, I drank…","1, 1-7 drinks | 2, 8-14 drinks | 3, 15-21 drinks | 4, 22-28 drinks | 5, More than 28 drinks",,,,,,"[promis_cons13_qposition] <> ''",,,,,,
promis_cons13_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_cons13_qposition] <> ''",,,,,,
promis_cons13_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_cons13_qposition] <> ''",,,,,,
promis_cons13_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_cons13_qposition] <> ''",,,,,,
promis_crac02,pastor_section_10_of_11,CRAC02,radio,"In the past 30 days
I drank more than planned.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_crac02_qposition] <> ''",,,,,,
promis_crac02_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_crac02_qposition] <> ''",,,,,,
promis_crac02_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_crac02_qposition] <> ''",,,,,,
promis_crac02_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_crac02_qposition] <> ''",,,,,,
promis_crac05,pastor_section_10_of_11,CRAC05,radio,"In the past 30 days
I had an urge to continue drinking once I started.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_crac05_qposition] <> ''",,,,,,
promis_crac05_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_crac05_qposition] <> ''",,,,,,
promis_crac05_stderror,pastor_section_10_of_11,,text,"Standard Error (Cumulative)",,,number,,,,"[promis_crac05_qposition] <> ''",,,,,,
promis_crac05_qposition,pastor_section_10_of_11,,text,"Question Position",,,integer,,,,"[promis_crac05_qposition] <> ''",,,,,,
promis_crac06,pastor_section_10_of_11,CRAC06,radio,"In the past 30 days
I felt that I should cut down on my drinking.","1, Never | 2, Rarely | 3, Sometimes | 4, Often | 5, Almost Always",,,,,,"[promis_crac06_qposition] <> ''",,,,,,
promis_crac06_tscore,pastor_section_10_of_11,,text,"T-score (Cumulative)",,,number,,,,"[promis_crac06_qposition] <> ''",,,,,,
